#,Date Posted,Time Posted,Author,Post Text,Retweets,Favorites,Source,Overall Sentiment,Postive,Neutral,Negative
763,10/2/2022,7:58 AM,@i_nautilus,"RT @raycasey2003: @PaulBrandITV Michael Gove slams Kwasi Kwarteng's lack of decorum at the #queensfuneral ""Since I stopped supplying his…",8,36,Twitter Web App,Negative,25%,25.10%,50%
764,10/2/2022,7:52 AM,@raycasey2003,"@PaulBrandITV Michael Gove slams Kwasi Kwarteng's lack of decorum at the #queensfuneral ""Since I stopped supplyin… https://t.co/t93pdtohlg",8,36,Twitter Web App,Negative,25%,25.10%,50%
765,10/2/2022,7:18 AM,@SungIassesRon,RT @InbetweenerVidz: The Dean of Westminster Abbey to Prince Andrew after the #queensfuneral https://t.co/7c9Z6CnWXg,726,"6,897",Twitter for Android,Neutral,33.30%,33.40%,33.30%
766,10/2/2022,7:13 AM,@GT_IndighostUwU,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for Android,Negative,16.70%,16.70%,66.60%
767,10/2/2022,6:43 AM,@ansarkhan110,"RT @janaan_pk: The world should see #Pakistani will not let #PakistanArmy do what they did to sitting PMs Liaquat Ali Khan, Bhutto, Benazir…",4,9,Twitter for Android,Neutral,33.30%,33.40%,33.30%
768,10/2/2022,6:28 AM,@Retweelgend,RT @VsnGamez: 🚨New video Nick Just Threw Her Like He’s Goku!!! | The Quarry - Part 7 (Walkthrough Gameplay) is up now go check it out https…,17,6,Rt_Bot,Positive,50%,25.10%,25%
769,10/2/2022,6:26 AM,@GWILD_RT,RT @VsnGamez: 🚨New video Nick Just Threw Her Like He’s Goku!!! | The Quarry - Part 7 (Walkthrough Gameplay) is up now go check it out https…,17,6,Gaming Wilderness RT,Positive,50%,25.10%,25%
770,10/2/2022,6:22 AM,@RockstarGamesUp,RT @VsnGamez: 🚨New video Nick Just Threw Her Like He’s Goku!!! | The Quarry - Part 7 (Walkthrough Gameplay) is up now go check it out https…,17,6,Rockstar-Games-Retweet,Positive,50%,25.10%,25%
771,10/2/2022,6:21 AM,@VsnGamez,RT @VsnGamez: 🚨New video Nick Just Threw Her Like He’s Goku!!! | The Quarry - Part 7 (Walkthrough Gameplay) is up now go check it out https…,17,6,Twitter for iPhone,Positive,50%,25.10%,25%
772,10/2/2022,5:24 AM,@Tasimwazir,"RT @janaan_pk: The world should see #Pakistani will not let #PakistanArmy do what they did to sitting PMs Liaquat Ali Khan, Bhutto, Benazir…",4,9,Twitter for Android,Neutral,33.30%,33.40%,33.30%
773,10/2/2022,5:10 AM,@Z4We7coNdzwbi0J,RT @zenji_nio: カナダで開催された女王の葬儀イベントでスピーチをしました。聖徳太子に敬意を表して、紫の着物を着ました。皇室や徳川幕府から武士道や全能の不動明王まで、日本独自の文化についてお話しいただきました。日本の文化を世界に発信しなきゃ！Rep'd #Samur…,54,244,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
774,10/2/2022,5:08 AM,@janaan_pk,"The world should see #Pakistani will not let #PakistanArmy do what they did to sitting PMs Liaquat Ali Khan, Bhutto… https://t.co/onHUJW6oxA",4,9,Twitter for Android,Neutral,33.30%,33.40%,33.30%
775,10/2/2022,4:46 AM,@MatheusAraujo07,RT @usefulcharts: Eight European monarchs and two former monarchs in one photo. #queensfuneral https://t.co/zqeOXUW0aC,17,131,Twitter for Android,Neutral,33.30%,33.40%,33.30%
776,10/2/2022,4:41 AM,@KibetOscar,RT @KibetOscar: Rattan tray.#PakistanCricket #الملكة_إليزابيث #INDvsAUS #queensfuneral #مهسا_امینی #StreetManFighter #BabuOwino #QueenEliza…,1,1,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
777,10/2/2022,4:00 AM,@WalshHermosa,Bear market scalping is 🤍..#CHZ #ATOM #BTC #cryptocrash #BNB #queensfuneral #FreeFalling https://t.co/P5WPWRQdlE,0,0,Twitter Web App,Neutral,33.30%,33.40%,33.30%
778,10/2/2022,3:38 AM,@CaraMia200,@ScrewMorrison @JohnOSullivan36 #UK must understand latest #NeoconAssault on their economy planned under cover of… https://t.co/QVYgE6Ss3I,0,1,Twitter for iPhone,Positive,50%,25.10%,25%
779,10/2/2022,3:34 AM,@artbycolcom,"“Mama, may flights of angels sing thee to thy rest” - King Charles 3 #QueenElizabethII 🇬🇧 #QueenElizabethdeath… https://t.co/YdvBJFcmRF",0,0,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
780,10/2/2022,3:15 AM,@Alexand93580673,"RT @ayvnews: AYV News First Lady Dr. Fatima Maada Bio is attending the Funeral of the late H.M. Queen Elizabeth II, at the the invitation o…",2,9,Twitter Web App,Neutral,25%,50.10%,25%
781,10/2/2022,2:48 AM,@nialldillon80,"RT @antoguerrera: The video we never wanted to see. Rest in peace, Queen Elizabeth ❤️👸🇬🇧 #queensfuneral #QueenElizabethII #QueenElizabet…",45,304,Twitter for iPhone,Positive,50%,25.10%,25%
782,10/2/2022,2:40 AM,@MsDixieDiva8253,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for Android,Negative,16.70%,16.70%,66.60%
783,10/2/2022,2:21 AM,@norgren_tyler,RT @GermanS247: He knew needed you🐾🐾🐾 #germanshepherd #germanshepherds #germenshepherdpuppy #germanshepherdfamily #loveforgermanshepherd…,3,14,Twitter for Android,Neutral,25%,50.10%,25%
784,10/2/2022,2:08 AM,@staloodjee,RT @ClaudiaGodaddy: Are you looking for a Website Designer? I will create a professional Website for your Business. Please Contact me for m…,8,2,Twitter for Android,Positive,50%,25.10%,25%
785,10/2/2022,2:04 AM,@VirginiaTHenry1,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for Android,Negative,16.70%,16.70%,66.60%
786,10/2/2022,1:55 AM,@EricaHe71151458,RT @BrittaSchlo: It should have been „god save the queen“ One last time 😢 #queensfuneral,1,0,Twitter Web App,Neutral,33.30%,33.40%,33.30%
787,10/2/2022,1:45 AM,@PQWQZNZRE,There goes Luisito https://t.co/qPYB0RKjlw £♡◇◇|0× Feelp @flyLAXairport *#PuertoRico ●#queensfuneral is ^ rikiimo… https://t.co/1jxnKrnPgw,1,1,Twitter for Android,Neutral,33.30%,33.40%,33.30%
788,10/2/2022,1:36 AM,@Joanna33639,"RT @HRH_William_: 5.1 Billion people watched the Queen’s Funeral, 63% of the worlds population #queensfuneral #QueenElizabethII #QueenEliza…","5,069","47,747",Twitter for Android,Neutral,33.30%,33.40%,33.30%
789,10/2/2022,1:17 AM,@THStudio7,New Kalam upload TH Studio ❣️❣️❣️ Subscribe Zroor kary https://t.co/imDGEQIYhG . . . . . . . #tayyabraja… https://t.co/jOtEzBWuKg,0,0,Twitter for Android,Positive,50%,25.10%,25%
790,10/1/2022,11:31 PM,@DOD_TheSaint,RT @lefrasidiosho: #queensfuneral https://t.co/fUxfsKzlEE,261,"2,648",Twitter Web App,Neutral,33.30%,33.40%,33.30%
791,10/1/2022,11:28 PM,@MrsBlinkle,RT @ThatEvilLife: Imagine for one second if Jeremy Corbyn (or even Keir starmer) were seen laughing like a hyena at the Queen's funeral - t…,145,296,Twitter for iPhone,Neutral,40%,40.10%,20%
792,10/1/2022,11:10 PM,@JimBurn29911684,RT @HRH_William_: How cute is this 💔 #queensfuneral #QueenElizabethII #QueenElizabeth #princesscharlotte https://t.co/U69HdQ7Fio,"3,686","52,953",Twitter for Android,Positive,50%,25.10%,25%
793,10/1/2022,10:45 PM,@SoverignSpirits,@PippaCrerar Sounds like he was out his face the way he was at the #QueensFuneral . #KwasiKwarteng #Fraud… https://t.co/yJImdcdqx5,0,0,Twitter for Android,Positive,50%,25.10%,25%
794,10/1/2022,10:24 PM,@jamdodger4,RT @youknowit0609: Was he also drinking champagne at the #Queensfuneral #kwasibudget #ToriesDestroyingOurCountry https://t.co/NdfmIjPB7m,1,0,Twitter for iPad,Neutral,33.30%,33.40%,33.30%
795,10/1/2022,10:17 PM,@nialldillon80,RT @mrdanwalker: What a powerful cartoon from @thetimes I spoke to a woman on my way into work today still grieving the loss of someone in…,727,"9,025",Twitter for iPhone,Negative,18.20%,9.10%,72.70%
796,10/1/2022,10:15 PM,@JessicaOchi7,"RT @HRH_William_: Kirsty Young delivers an emotional monologue as she signs off the BBC’s eleven days of coverage. “She made history, she…",808,"8,233",Twitter for iPhone,Negative,25%,25.10%,50%
797,10/1/2022,10:15 PM,@JessicaOchi7,"RT @HRH_William_: 5.1 Billion people watched the Queen’s Funeral, 63% of the worlds population #queensfuneral #QueenElizabethII #QueenEliza…","5,069","47,747",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
798,10/1/2022,10:14 PM,@JessicaOchi7,RT @HRH_William_: I shouldn’t be laughing should I? #QueenElizabethII #QueenElizabeth #queensfuneral https://t.co/PxP4CYVUNh,19,244,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
799,10/1/2022,10:14 PM,@JessicaOchi7,RT @HRH_William_: The Queen & Prince Phillip with their great grandchildren #QueenElizabethII #QueenElizabeth #queensfuneral https://t.co/D…,718,"13,578",Twitter for iPhone,Positive,50%,25.10%,25%
800,10/1/2022,10:14 PM,@subyroy,"RT @David_Strathdee: Now that we have a king, these sorts of events will all take much longer, since he can only move along the floor one s…","31,358","313,414",Twitter for Android,Neutral,16.60%,66.70%,16.60%
801,10/1/2022,10:13 PM,@JessicaOchi7,"RT @HRH_William_: Justin Welby the Archbishop of Canterbury told attendees that ""those who serve will be loved and remembered"" - while thos…",279,"2,534",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
802,10/1/2022,10:13 PM,@JessicaOchi7,RT @HRH_William_: How cute is this 💔 #queensfuneral #QueenElizabethII #QueenElizabeth #princesscharlotte https://t.co/U69HdQ7Fio,"3,686","52,953",Twitter for iPhone,Positive,50%,25.10%,25%
803,10/1/2022,10:12 PM,@JessicaOchi7,RT @HRH_William_: 1953: The first time the Crown was placed on Queen Elizabeth II’s head 2022: The Crown leaves Elizabeth II’s possession…,451,"3,099",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
804,10/1/2022,10:12 PM,@JessicaOchi7,RT @HRH_William_: The future and the present #QueenElizabeth #queensfuneral #QueenElizabethII https://t.co/kHNC4FkjIo,"2,867","45,136",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
805,10/1/2022,10:08 PM,@ViralableTrends,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter for Android,Neutral,33.30%,33.40%,33.30%
806,10/1/2022,10:06 PM,@ViralableTrends,"RT @Kels__Tweets: We Truly are Magnificent ❤️ Great Britain, I love My country 🇬🇧 #queensfuneral 👑❤️https://t.co/osVyYbxopz",670,"6,158",Twitter for Android,Positive,66.60%,16.70%,16.70%
807,10/1/2022,10:02 PM,@youknowit0609,Was he also drinking champagne at the #Queensfuneral #kwasibudget #ToriesDestroyingOurCountry https://t.co/NdfmIjPB7m,1,0,Twitter Web App,Neutral,33.30%,33.40%,33.30%
808,10/1/2022,10:02 PM,@bolanlereal,RT @SnellyVado: I did a cover on #Body by @itsbayanni Help me tag @DONJAZZY to see this and retweet 🤌🏽💙 Kenneth Okonkwo #Sismo #queensfun…,2,3,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
809,10/1/2022,9:56 PM,@beefy_cheese,RT @jardinesage: My sisters partner made a horse cake for the #queensfuneral and- https://t.co/NhorJjurro,"2,954","36,753",Twitter for Android,Neutral,33.30%,33.40%,33.30%
810,10/1/2022,9:33 PM,@ceoaetnews,The Future of the Monarchy: 👑 #KingCharlesIII #QueenCamilla #PrinceofWales #PrincessOfWales #SaturdayVibes… https://t.co/uAh6y9abKm,0,4,Twitter for Android,Neutral,33.30%,33.40%,33.30%
811,10/1/2022,9:28 PM,@BellaDonaModels,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter Web App,Negative,16.70%,16.70%,66.60%
812,10/1/2022,9:11 PM,@1969_Just_Joe,RT @InbetweenerVidz: The Dean of Westminster Abbey to Prince Andrew after the #queensfuneral https://t.co/7c9Z6CnWXg,726,"6,897",Twitter Web App,Neutral,33.30%,33.40%,33.30%
813,10/1/2022,9:11 PM,@nialldillon80,RT @kevwgs: Shout out for Princess Anne. That’s all. #queensfuneral https://t.co/OUN8QbkoLO,"4,806","103,218",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
814,10/1/2022,9:04 PM,@Markobhoy,RT @InbetweenerVidz: The Dean of Westminster Abbey to Prince Andrew after the #queensfuneral https://t.co/7c9Z6CnWXg,726,"6,897",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
815,10/1/2022,8:57 PM,@Prerna63501140,British owe China an apology for making Chinese addict n starting opium wars #putin #Putinspeech #QueenElizabeth… https://t.co/2EAWJC3Agq,0,0,Twitter for iPhone,Negative,25%,25.10%,50%
816,10/1/2022,8:55 PM,@valmares3,RT @JoseJalambritog: Sin contar que se fue con la cabuya en la pata con el oro robado a Venezuela... #queensfuneral #ReinaIsabel #FuneralRe…,16,13,Twitter Web App,Negative,25%,25.10%,50%
817,10/1/2022,8:53 PM,@nialldillon80,RT @antoguerrera: What. A. Pic. 🇬🇧👸 #PrinceWilliam #KingCharles #queensfuneral #QueenElizabethII #QueenElizabethIIMemorial https://t.co/O…,"1,617","24,759",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
818,10/1/2022,8:34 PM,@nialldillon80,"RT @mrdanwalker: I don’t know about you but I held my breath for most of this part… well done lads. Trusted shoulders, nerves of steel #Fu…",857,"44,689",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
819,10/1/2022,8:22 PM,@MaryintheMntns,RT @tlpeet: Saw these pics from the #queensfuneral of #MikeTindall and #JamesViscountSevern. Does Mike look like he has his guard up and is…,1,2,Twitter for iPhone,Positive,50%,25.10%,25%
820,10/1/2022,8:16 PM,@nialldillon80,RT @IamRachaelLloyd: What a job these young men did. Their parents must be bursting with pride 🖤 #queensfuneral #GreatBritain https://t.c…,"5,296","115,400",Twitter for iPhone,Positive,50%,25.10%,25%
821,10/1/2022,7:22 PM,@HowellAsava,RT @paulinenjoroge: #QueenElizabeth #QueensFuneral https://t.co/v0kFWw7vyf,22,120,Twitter Web App,Neutral,33.30%,33.40%,33.30%
822,10/1/2022,7:21 PM,@Avenger4Christ,RT @PortiaMorris242: Here's the truth about the hug between #MeghanMarkIe and the 14 year old girl seen all over the world #WeLoveYouMeghan…,357,"1,088",Twitter for Android,Positive,66.60%,16.70%,16.70%
823,10/1/2022,7:14 PM,@Donnadsltw_art7,They are missed #QueenElizabeth #queensfuneral #princephilip #together https://t.co/wXJTjujTv9,0,0,Twitter for Android,Neutral,33.30%,33.40%,33.30%
824,10/1/2022,7:07 PM,@twiteryeanot,How are Centre Camps going after the #queensfuneral,0,0,Twitter for Android,Neutral,33.30%,33.40%,33.30%
825,10/1/2022,6:31 PM,@hilton_philip,RT @CofEBishopstoke: Muffled bells from St Mary's #Bishopstoke for the #QueensFuneral. #QueenElizabethII https://t.co/57zMYTGrxT,2,3,Twitter for Android,Neutral,33.30%,33.40%,33.30%
826,10/1/2022,6:30 PM,@Bazeplus,Queen's caused of death given as old age #queensfuneral #QueenElizabethII https://t.co/wFTai6kMpm,0,0,Twitter Web App,Negative,25%,25.10%,50%
827,10/1/2022,6:27 PM,@HermoineJG,"RT @overcomebygood: It's not a beautiful church. It is a freemason, satanic dungeon. #queensfuneral #QueenElizabethII https://t.co/OUAxqK1…",353,"1,035",Twitter for Android,Positive,50%,25.10%,25%
828,10/1/2022,6:18 PM,@stephbriggsuk,"@SadiqKhan I was just saying the other day, what a MASSIVE clean-up job you good people must have had the day after… https://t.co/snOFXpslTt",0,0,Twitter for Android,Neutral,40%,40.10%,20%
829,10/1/2022,6:16 PM,@TerriAtl,RT @hellen3030: Prince William. Be strong 💙😔 #PrinceofWales #queensfuneral #QueenElizabethII #PrinceWilliam https://t.co/65LNVv9FvS,125,"1,765",Twitter for Android,Positive,50%,25.10%,25%
830,10/1/2022,5:35 PM,@TygerLili,RT @NickyFurmage: If anyone has earned a beer or 2 today these eight lads have! Carrying the Queen all day with billions watching. Big lov…,4,123,Twitter for Android,Neutral,33.30%,33.40%,33.30%
831,10/1/2022,5:19 PM,@mccrery_nigel,RT @mccrery_nigel: This for me was the photograph of HM funeral. Stiff upper lip gone just a man mourning the loss of a beloved mother and…,1,1,Twitter for iPhone,Negative,25%,25.10%,50%
832,10/1/2022,4:58 PM,@Muhamma13431532,RT @zarabilal194: I am way above your level boys 💙…,3,27,Twitter for Android,Neutral,33.30%,33.40%,33.30%
833,10/1/2022,4:56 PM,@Milla_MLT,RT @Metanoia100: In memory of #QueenElizabeth. Although not in the UK my thoughts are there. A rose for the best English Rose laid at The…,117,269,Twitter for Android,Positive,50%,25.10%,25%
834,10/1/2022,4:38 PM,@Helene74897,RT @Rurz: Nice of Anita Dobson to show Liz Truss to her seat. #anyonecanfallinlove #queensfuneral https://t.co/igV3NT9bcc,2,7,Twitter for Android,Neutral,40%,40.10%,20%
835,10/1/2022,4:21 PM,@Othie27ph,Photo taken after we did the minute silence for HM Queen Elizabeth II #teamEndoscopy @RoyalLondonHosp #teamwork… https://t.co/NaiGj4KaYx,0,2,Twitter for Android,Neutral,25%,50.10%,25%
836,10/1/2022,4:16 PM,@Pear04972229,‘Drr’ by Pear is on #SoundCloud https://t.co/OcYoqOdyLO #queensfuneral #beat #music #playlist #song #songs… https://t.co/93V3v5JlLc,1,1,Twitter Web App,Negative,25%,25.10%,50%
837,10/1/2022,3:58 PM,@hamba68225000,Gimana caranya bahagia #queensfuneral #Hacker #AllahuAkbar,0,1,Twitter for Android,Neutral,33.30%,33.40%,33.30%
838,10/1/2022,3:58 PM,@hamba68225000,Gimana caranya bahagia #queensfuneral #Hacker #AllahuAkbar,0,1,Twitter for Android,Neutral,33.30%,33.40%,33.30%
839,10/1/2022,3:46 PM,@twinehine,I now get more #breakingnews notifications than my social medias 😂 The world is falling apart or I’m losing friends… https://t.co/hc1VTHf4A4,0,1,Twitter for iPhone,Negative,25%,25.10%,50%
840,10/1/2022,3:35 PM,@DJjamo12345,RT @King_Emmortal: Up Next We Take Back The Mic Mic Guys. I'm at The semifinals. 👇👇👇 https://t.co/4eMowxTHgH Let's Win this #Emmortal…,4,6,Twitter for Android,Positive,50%,25.10%,25%
841,10/1/2022,3:35 PM,@abdussamie_tm,RT @channelstv: VP Yemi Osinbajo spoke to Channels Television's @julezolayinka on the sidelines of Queen Elizabeth II's funeral and descri…,422,"1,789",Twitter for Android,Neutral,33.30%,33.40%,33.30%
842,10/1/2022,3:33 PM,@SurreyMilo,Day drinking and lying on sofa binge watching #brassic Its what liz would've wanted #queensfuneral,0,0,Twitter Web App,Negative,25%,25.10%,50%
843,10/1/2022,3:32 PM,@marcusschmidtHH,"RT @AnMilz: Kann die @BBCNews bitte mal den deutschen Fernsehleuten erklären, wann Reden Silber und Schweigen Gold ist? Die Briten haben al…",6,21,Twitter for Android,Positive,50%,25.10%,25%
844,10/1/2022,3:28 PM,@DhbNstudios,RT @DhbNstudios: Let this one go viral ! 💕🌅🦅🌈 #queensfuneral #QueenElizabethII #cryptocrash #ImranKhan #LaCasadelDragon #QueenElizabethIIM…,1,1,Twitter for Android,Neutral,33.30%,33.40%,33.30%
845,10/1/2022,3:26 PM,@Jamie_Dodger_,@KwasiKwarteng laughed his way through the #queensfuneral. https://t.co/XSq1gn7QqC,0,0,Twitter for Android,Neutral,33.30%,33.40%,33.30%
846,10/1/2022,3:12 PM,@EstherDarda,"RT @overcomebygood: It's not a beautiful church. It is a freemason, satanic dungeon. #queensfuneral #QueenElizabethII https://t.co/OUAxqK1…",353,"1,035",Twitter for iPad,Positive,50%,25.10%,25%
847,10/1/2022,3:10 PM,@09amarix,"About to pour much more bc despite a global recession, after #PlatinumJubilee and #QueensFuneral, #London is the… https://t.co/IAuYop7A0n",0,0,Twitter for Android,Negative,25%,25.10%,50%
848,10/1/2022,2:55 PM,@GoonsquadAFC,RT @LouisHenwood: @supertanskiii Complete media blackout Tan Just look at the reaction to #KwasiKwarteng behaviour from both Suella Braver…,"1,316","2,487",Twitter for Android,Neutral,16.60%,66.70%,16.60%
849,10/1/2022,2:36 PM,@windmillcharger,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for Android,Negative,16.70%,16.70%,66.60%
850,10/1/2022,2:26 PM,@EDO_for_short,RT @dark_star_Univ: The Queen 😢🥺😔@ https://t.co/IX8DHJTgzj #nftfashion #nftartwork #nftcommmunity #nftdrops #nftbuyers #nftnews  #nftnyc…,1,6,Twitter for Android,Neutral,33.30%,33.40%,33.30%
851,10/1/2022,2:17 PM,@Socia11yDistant,@KwasiKwarteng @DailyMirror It's not but this is #queensfuneral https://t.co/KAIluM6L7V,1,1,Twitter for Android,Neutral,33.30%,33.40%,33.30%
852,10/1/2022,2:10 PM,@TashaCNS,RT @PortiaMorris242: Here's the truth about the hug between #MeghanMarkIe and the 14 year old girl seen all over the world #WeLoveYouMeghan…,357,"1,088",Twitter for iPhone,Positive,66.60%,16.70%,16.70%
853,10/1/2022,1:55 PM,@Everything_yout,#queensfuneral #QueenElizabethIIMemorial #ujuanya #JeffBezos #RoyalFamily https://t.co/Q5MHi5SoK6,0,0,Twitter for Android,Neutral,33.30%,33.40%,33.30%
854,10/1/2022,1:50 PM,@tom_larus,"RT @David_Strathdee: Now that we have a king, these sorts of events will all take much longer, since he can only move along the floor one s…","31,358","313,414",Twitter for Android,Neutral,16.60%,66.70%,16.60%
855,10/1/2022,1:37 PM,@timetikin,"RT @seven__: Can you make yourself cry? Meghan Markle: Oh, I can do that so well! OMG it's crazy. They're like, Meghan, one tear, left eye,…",675,"1,558",Twitter for iPhone,Negative,28.60%,14.30%,57.10%
856,10/1/2022,1:15 PM,@caliandris,RT @LouisHenwood: Nice to see Kwasi Kwarteng clearly taking a personal call at the Queens funeral and having a bit of a laugh The chancell…,"5,694","11,887",Twitter Web App,Positive,50%,25.10%,25%
857,10/1/2022,1:02 PM,@decryptorX,RT @ArchewellBaby: This black man is getting exactly what he deserves😌 #queensfuneral https://t.co/95CoC3Sx2x,987,"3,366",Twitter for Android,Negative,25%,25.10%,50%
858,10/1/2022,1:00 PM,@TravelTomorrowX,English tourist in Portugal captures image of Elizabeth II in a cloud and it goes viral #queensfuneral… https://t.co/mIlfak76of,0,4,Twitter Web App,Negative,25%,25.10%,50%
859,10/1/2022,12:47 PM,@ciaocoxy,RT @LouisHenwood: Kwasi Kwarteng's outrageous behaviour at the #queensfuneral (wider shot) Swaying about and grinning away Suella Braver…,"1,099","2,305",Twitter for iPhone,Negative,25%,25.10%,50%
860,10/1/2022,12:31 PM,@AndrewSB49,RT @MichaelTakeMP: He brought a smile to everyone’s face at the #queensfuneral. He brings a smile to Liz Truss’s face when he comes in her…,328,"1,816",Twitter for Android,Positive,66.60%,16.70%,16.70%
861,10/1/2022,12:21 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
862,10/1/2022,12:21 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
863,10/1/2022,12:21 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
864,10/1/2022,12:21 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,5,2,Twitter for iPhone,Neutral,25%,50.10%,25%
865,10/1/2022,12:21 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
866,10/1/2022,12:21 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
867,10/1/2022,12:21 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
868,10/1/2022,12:21 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
869,10/1/2022,12:21 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
870,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
871,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
872,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
873,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
874,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
875,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
876,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
877,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
878,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
879,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
880,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
881,10/1/2022,12:20 PM,@Alima1000,RT @Alima1000: Dr K Andrews Racism is about power. It is about structures. And that is how we have to analyse it. It's in terms of numbers…,4,1,Twitter for iPhone,Neutral,25%,50.10%,25%
